orig_acct,bene_acct,cash_in,cash_out,debit,deposit,payment,transfer,base_amt,tran_timestamp
532,632,0,0,0,1,0,0,179.88,1609632000
857,402,0,0,0,0,0,1,173.58,1610755200
971,412,0,0,0,0,0,1,551.48,1610668800
888,778,0,1,0,0,0,0,127.98,1610496000
944,576,0,0,0,0,0,1,889.7,1609632000
748,904,0,0,0,0,1,0,399.05,1611619200
497,26,0,0,1,0,0,0,379.42,1611792000
991,368,0,0,0,0,0,1,914.85,1610582400
492,119,0,1,0,0,0,0,183.33,1610928000
63,615,0,1,0,0,0,0,343.49,1611014400
718,868,0,0,0,0,1,0,163.48,1610150400
750,369,0,0,0,0,0,1,507.4,1610841600
744,472,0,1,0,0,0,0,604.14,1610150400
998,974,0,0,0,0,0,1,375.56,1609891200
800,480,0,0,0,0,1,0,635.56,1610582400
557,441,0,0,0,0,0,1,876.55,1611100800
893,361,0,0,0,0,0,1,355.39,1611532800
883,496,0,0,0,0,0,1,213.92,1611532800
960,724,0,0,0,0,0,1,981.92,1610064000
529,74,0,0,0,1,0,0,765.02,1611878400
999,161,0,0,1,0,0,0,282.35,1610755200
455,264,0,0,0,0,1,0,524.64,1610409600
998,884,0,0,1,0,0,0,214.6,1610496000
875,566,1,0,0,0,0,0,946.12,1611964800
187,828,0,0,0,0,0,1,701.83,1611964800
927,523,0,0,0,0,1,0,812.12,1611100800
959,866,0,0,0,0,1,0,668.41,1611187200
845,836,0,0,0,1,0,0,274.24,1610064000
851,645,0,0,0,0,0,1,554.03,1611705600
181,346,0,0,0,0,1,0,932.27,1609459200
512,194,0,0,1,0,0,0,277.18,1610755200
709,651,0,0,1,0,0,0,860.61,1609545600
907,994,0,0,0,0,0,1,227.21,1610582400
887,824,1,0,0,0,0,0,600.56,1611187200
455,94,0,0,0,0,0,1,832.21,1610150400
909,846,0,0,0,0,0,1,943.12,1611446400
927,996,0,0,0,0,0,1,663.31,1611705600
942,853,0,0,0,0,1,0,704.48,1611100800
836,945,0,1,0,0,0,0,290.42,1609891200
496,301,0,0,0,0,0,1,808.87,1611705600
958,71,0,0,0,0,0,1,550.98,1611100800
106,556,1,0,0,0,0,0,592.3,1609545600
955,636,1,0,0,0,0,0,200.64,1610928000
839,766,0,0,0,0,0,1,109.53,1611792000
478,405,0,0,1,0,0,0,610.16,1611360000
0,986,0,0,0,0,0,1,837.51,1611100800
676,850,0,1,0,0,0,0,627.37,1609804800
982,974,0,1,0,0,0,0,887.94,1610064000
747,873,1,0,0,0,0,0,858.5,1610755200
931,247,0,0,0,0,1,0,552.2,1611792000
555,257,0,0,0,0,0,1,808.42,1610064000
50,809,1,0,0,0,0,0,479.54,1610409600
745,528,0,0,0,0,0,1,122.86,1609459200
974,281,0,1,0,0,0,0,160.92,1611878400
936,440,1,0,0,0,0,0,137.73,1611878400
966,772,0,0,0,0,0,1,165.02,1609459200
986,211,0,0,0,0,1,0,318.66,1611705600
486,387,0,0,0,0,1,0,973.0,1610496000
854,744,0,0,0,1,0,0,559.75,1609977600
963,354,1,0,0,0,0,0,556.65,1611014400
950,988,0,0,0,0,0,1,825.77,1610755200
62,434,0,0,0,0,0,1,696.11,1611360000
962,403,0,0,0,0,0,1,148.85,1610841600
889,999,0,0,0,0,0,1,997.27,1610928000
954,409,0,0,0,0,0,1,912.12,1611964800
443,50,0,0,0,0,0,1,273.56,1611446400
459,231,1,0,0,0,0,0,925.69,1611014400
668,565,1,0,0,0,0,0,258.35,1609804800
121,986,0,0,0,0,0,1,411.36,1609545600
885,322,0,0,0,0,1,0,228.55,1610496000
917,808,1,0,0,0,0,0,285.45,1610582400
953,671,0,0,0,0,0,1,982.14,1611187200
646,254,0,0,0,1,0,0,590.28,1610236800
189,826,0,0,0,0,0,1,537.57,1609804800
987,438,0,0,0,0,0,1,589.33,1611532800
709,335,0,0,0,0,0,1,308.12,1610150400
51,290,0,1,0,0,0,0,893.3,1609632000
960,997,0,0,0,1,0,0,830.83,1611273600
46,688,1,0,0,0,0,0,203.71,1611100800
560,229,0,0,0,0,1,0,262.21,1610323200
691,250,0,1,0,0,0,0,332.66,1610323200
545,420,0,1,0,0,0,0,600.55,1609545600
993,975,0,0,1,0,0,0,523.99,1611705600
617,796,0,0,0,0,0,1,847.17,1611100800
958,416,0,0,1,0,0,0,714.08,1610496000
218,292,0,1,0,0,0,0,627.29,1609804800
105,255,0,1,0,0,0,0,775.55,1610582400
825,795,0,0,0,0,0,1,548.67,1610409600
722,375,1,0,0,0,0,0,498.78,1609977600
808,998,0,0,0,0,0,1,419.69,1609545600
904,722,0,0,0,1,0,0,202.0,1611273600
885,215,0,0,0,0,1,0,434.81,1611705600
31,139,0,0,0,0,0,1,105.84,1610150400
980,999,0,0,0,0,0,1,730.35,1609459200
645,317,1,0,0,0,0,0,793.55,1611187200
897,403,0,0,1,0,0,0,153.86,1611792000
961,864,0,0,0,0,0,1,500.51,1610236800
914,945,0,0,0,0,0,1,124.66,1610841600
490,474,0,0,0,0,0,1,178.63,1610409600
765,948,0,0,0,0,0,1,694.36,1610496000
935,911,0,1,0,0,0,0,949.49,1610928000
875,885,0,0,0,0,0,1,871.62,1611360000
970,979,0,1,0,0,0,0,179.77,1610841600
863,933,1,0,0,0,0,0,222.08,1610841600
917,377,0,1,0,0,0,0,786.59,1611792000
997,303,0,0,0,0,0,1,839.5,1609718400
123,949,0,0,0,0,0,1,120.38,1611619200
566,55,0,0,0,0,0,1,919.96,1610841600
998,919,0,0,0,0,0,1,698.84,1609891200
850,446,0,0,0,1,0,0,260.71,1610755200
964,480,0,0,0,0,0,1,255.18,1610323200
957,994,0,0,0,0,0,1,809.98,1610323200
954,498,1,0,0,0,0,0,864.46,1610150400
980,400,0,0,0,0,0,1,408.74,1609459200
963,653,0,0,0,0,1,0,555.85,1611014400
962,837,0,0,0,1,0,0,882.11,1611446400
903,989,1,0,0,0,0,0,756.09,1610409600
971,412,0,0,0,0,0,1,405.48,1610064000
936,462,0,0,0,0,0,1,382.36,1610064000
138,983,0,0,0,0,1,0,671.67,1611360000
481,379,0,0,0,1,0,0,238.81,1609804800
980,682,0,0,0,0,0,1,314.67,1609459200
426,399,0,0,0,0,0,1,880.43,1609459200
94,455,0,0,0,0,0,1,901.84,1609632000
779,239,0,1,0,0,0,0,390.22,1611187200
995,677,0,1,0,0,0,0,956.95,1610928000
981,295,1,0,0,0,0,0,295.5,1611273600
785,926,0,0,0,0,0,1,181.01,1611360000
20,410,0,0,0,0,0,1,215.89,1610236800
946,208,0,0,1,0,0,0,740.39,1611792000
895,528,1,0,0,0,0,0,937.27,1611014400
796,664,0,1,0,0,0,0,136.83,1611532800
10,772,0,0,1,0,0,0,596.99,1611446400
987,953,0,0,0,0,0,1,671.74,1610323200
899,984,0,1,0,0,0,0,725.32,1609804800
686,963,0,0,0,1,0,0,270.14,1610409600
146,281,0,0,0,0,0,1,849.7,1609459200
870,906,0,1,0,0,0,0,708.07,1609632000
949,623,0,0,0,0,1,0,936.76,1611273600
317,334,0,0,0,0,1,0,944.7,1609804800
902,529,0,0,0,0,0,1,909.42,1609891200
675,945,0,0,0,0,0,1,291.91,1610755200
846,256,0,0,0,0,0,1,641.19,1609632000
946,676,0,1,0,0,0,0,766.46,1611792000
815,201,0,0,0,1,0,0,161.13,1609977600
681,340,0,0,0,0,0,1,106.44,1611878400
740,719,0,0,0,0,0,1,114.66,1611705600
809,242,0,0,0,0,1,0,633.28,1611100800
997,230,1,0,0,0,0,0,514.53,1609718400
640,177,0,0,0,1,0,0,585.41,1610409600
809,496,0,0,0,1,0,0,270.03,1609891200
862,817,0,0,0,0,0,1,720.46,1611360000
852,921,0,1,0,0,0,0,435.35,1609891200
741,888,0,0,0,1,0,0,783.74,1610755200
814,991,0,0,0,0,0,1,429.2,1611187200
205,350,0,1,0,0,0,0,827.01,1609977600
997,802,0,0,0,0,0,1,882.51,1610323200
961,372,0,0,0,0,1,0,317.83,1610841600
998,479,0,0,0,0,0,1,480.36,1611100800
865,235,0,0,1,0,0,0,822.24,1610755200
863,998,0,0,0,0,0,1,623.22,1609632000
852,311,0,0,0,0,1,0,482.89,1611619200
92,798,0,0,1,0,0,0,876.06,1610755200
186,975,0,1,0,0,0,0,671.9,1610236800
802,921,1,0,0,0,0,0,969.72,1611014400
417,219,0,0,0,0,0,1,835.23,1611446400
987,338,0,0,0,1,0,0,738.42,1610928000
984,145,0,0,0,0,0,1,298.92,1611792000
864,144,0,0,0,0,0,1,856.41,1609632000
984,282,0,0,0,0,0,1,645.05,1611792000
987,632,0,1,0,0,0,0,472.76,1610928000
923,225,0,0,0,0,0,1,156.03,1611273600
136,94,0,1,0,0,0,0,915.79,1609545600
656,632,0,0,0,0,0,1,332.99,1610496000
859,749,0,0,1,0,0,0,438.54,1609632000
807,590,0,1,0,0,0,0,314.37,1611878400
404,34,0,0,0,1,0,0,833.54,1610582400
867,295,0,0,0,0,0,1,971.04,1610755200
664,274,0,0,0,0,0,1,827.92,1611014400
547,64,0,0,0,0,0,1,456.24,1610409600
647,396,0,0,0,0,0,1,524.38,1610323200
437,263,0,0,0,0,0,1,609.1,1610150400
870,319,0,0,0,0,0,1,975.88,1610236800
154,380,0,0,0,0,0,1,829.33,1609718400
448,45,0,0,0,0,0,1,682.62,1610496000
857,396,1,0,0,0,0,0,959.39,1611360000
958,789,0,0,0,0,1,0,586.4,1611705600
607,536,0,1,0,0,0,0,922.28,1610928000
116,88,0,0,0,0,0,1,717.81,1611878400
829,723,0,0,0,0,0,1,104.09,1609718400
988,489,0,0,0,0,1,0,998.52,1610755200
986,912,1,0,0,0,0,0,238.05,1610668800
980,498,0,0,0,1,0,0,711.22,1611273600
801,918,0,0,0,0,0,1,489.12,1611878400
387,250,0,1,0,0,0,0,193.4,1609718400
835,987,1,0,0,0,0,0,146.62,1610755200
954,709,0,0,0,0,0,1,501.64,1609545600
892,284,0,1,0,0,0,0,634.49,1611619200
605,872,0,1,0,0,0,0,718.73,1611878400
972,576,0,0,0,0,0,1,996.7,1610668800
446,260,0,0,0,1,0,0,604.6,1610409600
996,586,0,0,0,0,0,1,156.81,1610064000
877,994,0,0,0,0,1,0,532.74,1610236800
726,364,0,0,0,0,0,1,896.66,1610928000
881,671,0,0,0,0,0,1,908.9,1611964800
753,522,0,0,0,0,1,0,599.55,1610582400
995,695,0,0,0,0,0,1,935.8,1611532800
894,234,0,0,0,0,1,0,657.31,1611964800
908,522,0,0,0,1,0,0,198.86,1611014400
915,562,0,0,1,0,0,0,733.07,1609977600
722,159,0,1,0,0,0,0,471.63,1611187200
922,919,0,0,0,0,0,1,159.29,1611705600
670,735,1,0,0,0,0,0,812.03,1611100800
927,967,1,0,0,0,0,0,438.77,1611705600
919,942,1,0,0,0,0,0,669.43,1611187200
965,980,0,0,0,1,0,0,835.67,1609804800
998,915,0,0,0,0,0,1,552.06,1610496000
677,327,0,0,0,0,0,1,405.01,1610064000
848,997,0,0,0,0,0,1,699.16,1610496000
830,60,0,1,0,0,0,0,978.75,1609718400
923,131,1,0,0,0,0,0,453.72,1611964800
945,899,0,1,0,0,0,0,296.21,1610841600
905,653,0,0,0,0,0,1,339.18,1610755200
708,763,0,0,0,0,1,0,605.33,1609891200
996,978,0,0,0,0,1,0,873.72,1609459200
77,594,0,0,0,0,0,1,322.15,1611446400
999,95,0,0,0,0,0,1,525.53,1611360000
925,158,0,0,0,0,0,1,506.38,1609718400
29,408,0,0,0,0,0,1,500.41,1611014400
552,233,1,0,0,0,0,0,148.8,1610150400
978,997,0,0,0,1,0,0,984.93,1609891200
741,441,0,0,0,0,0,1,763.14,1610150400
104,991,0,0,1,0,0,0,664.44,1611100800
979,546,1,0,0,0,0,0,153.71,1611100800
61,181,0,0,0,0,0,1,425.83,1611187200
147,503,0,0,0,0,1,0,771.47,1610928000
827,837,0,0,1,0,0,0,878.8,1611273600
912,799,0,1,0,0,0,0,550.15,1609804800
567,200,0,0,0,0,0,1,572.08,1611360000
944,497,0,0,0,0,1,0,596.61,1611446400
940,764,0,0,1,0,0,0,511.5,1611705600
168,945,1,0,0,0,0,0,805.93,1609977600
995,25,0,0,0,1,0,0,321.96,1611532800
514,25,0,0,0,0,1,0,836.11,1611360000
517,60,0,0,0,0,0,1,967.86,1609804800
935,788,0,0,0,1,0,0,533.54,1610323200
519,379,1,0,0,0,0,0,943.16,1610668800
999,95,0,0,0,0,0,1,662.92,1611964800
945,899,0,1,0,0,0,0,674.91,1611446400
504,515,0,0,0,0,0,1,692.2,1611273600
609,224,0,0,0,0,0,1,415.73,1610409600
928,530,0,0,0,0,1,0,628.76,1611014400
983,571,0,0,0,0,0,1,581.74,1610928000
666,915,0,0,0,0,0,1,312.5,1610150400
558,263,0,0,0,0,0,1,221.11,1610236800
566,55,0,0,0,0,0,1,121.61,1612051200
997,967,0,0,0,0,0,1,456.7,1609718400
993,776,0,1,0,0,0,0,712.26,1611100800
858,878,0,1,0,0,0,0,559.09,1609804800
386,251,0,0,0,0,0,1,464.12,1610841600
965,315,1,0,0,0,0,0,560.52,1611619200
504,515,0,0,0,0,1,0,224.66,1610668800
992,935,0,0,0,0,1,0,895.33,1611705600
895,528,1,0,0,0,0,0,880.75,1611619200
150,832,0,0,1,0,0,0,150.98,1610409600
811,947,0,0,0,0,0,1,849.89,1609545600
978,997,0,0,0,1,0,0,621.36,1611705600
928,790,0,0,0,0,0,1,602.35,1609804800
986,890,0,0,0,0,0,1,203.84,1611273600
851,645,0,0,0,0,0,1,104.86,1611100800
980,877,1,0,0,0,0,0,744.76,1611878400
292,268,0,0,0,0,0,1,356.38,1609718400
401,133,0,1,0,0,0,0,162.03,1612051200
812,788,1,0,0,0,0,0,719.64,1610236800
907,881,0,0,0,0,1,0,623.11,1610582400
760,290,0,0,0,0,1,0,780.31,1610236800
159,946,0,0,0,0,0,1,525.84,1610841600
724,273,1,0,0,0,0,0,108.48,1611878400
495,67,0,0,0,0,0,1,721.57,1610496000
169,740,0,0,0,0,1,0,764.93,1609459200
993,975,0,0,1,0,0,0,522.01,1610496000
893,527,1,0,0,0,0,0,952.95,1610928000
820,862,0,0,0,0,0,1,389.82,1610755200
664,429,0,1,0,0,0,0,914.27,1611360000
965,638,0,0,0,0,0,1,634.68,1611619200
808,193,0,1,0,0,0,0,290.54,1609545600
707,703,0,0,0,0,0,1,621.52,1611878400
929,685,0,0,0,1,0,0,429.83,1610236800
33,349,0,0,0,0,0,1,1035.28,1609804800
815,773,0,0,0,0,0,1,427.19,1610582400
910,391,0,0,0,0,0,1,964.66,1609977600
891,989,0,0,0,0,1,0,866.57,1610236800
802,921,1,0,0,0,0,0,339.1,1609804800
992,993,0,0,0,0,0,1,559.17,1611705600
949,980,0,0,0,0,0,1,946.49,1610064000
953,888,0,1,0,0,0,0,323.0,1611792000
935,321,0,0,0,0,0,1,874.21,1611014400
667,360,0,0,0,1,0,0,230.62,1610668800
893,314,0,0,1,0,0,0,136.89,1611360000
119,141,0,0,0,0,0,1,947.92,1611014400
984,901,0,0,0,0,1,0,663.2,1611187200
721,303,0,0,0,0,0,1,561.46,1610928000
556,106,0,0,0,0,1,0,735.72,1609718400
534,100,0,0,0,0,0,1,149.78,1611446400
975,160,0,0,0,0,0,1,731.47,1610755200
902,628,0,0,0,0,0,1,453.73,1611705600
660,340,0,0,0,0,0,1,992.15,1611446400
940,671,1,0,0,0,0,0,709.12,1610496000
998,919,0,0,0,0,0,1,574.45,1610496000
188,963,0,1,0,0,0,0,103.77,1610236800
28,139,0,1,0,0,0,0,179.93,1611619200
625,929,0,0,0,0,1,0,579.29,1610409600
914,985,0,0,0,0,1,0,707.74,1612051200
637,836,0,0,0,0,0,1,717.57,1610755200
863,964,0,1,0,0,0,0,341.52,1610841600
64,971,0,1,0,0,0,0,110.23,1610582400
563,274,1,0,0,0,0,0,801.55,1610668800
568,309,0,0,0,0,0,1,385.54,1609632000
845,187,0,1,0,0,0,0,886.43,1610064000
975,160,0,0,0,0,0,1,567.92,1611964800
520,216,0,0,0,0,0,1,830.8,1610496000
969,883,1,0,0,0,0,0,275.45,1611014400
991,661,1,0,0,0,0,0,754.91,1611792000
456,120,0,0,1,0,0,0,870.73,1611360000
994,612,0,0,0,0,0,1,365.06,1610409600
903,798,0,0,0,0,0,1,941.5,1611014400
836,667,0,0,0,1,0,0,567.05,1609891200
849,967,0,1,0,0,0,0,290.64,1611360000
151,310,0,0,0,1,0,0,504.34,1609632000
989,625,0,0,0,0,0,1,389.85,1610496000
891,989,0,0,0,0,1,0,639.53,1610841600
857,248,1,0,0,0,0,0,587.2,1611360000
958,742,0,0,0,0,0,1,428.64,1611705600
801,770,1,0,0,0,0,0,784.52,1610064000
931,916,0,0,0,0,0,1,844.07,1611532800
795,942,0,0,0,0,1,0,838.18,1611878400
996,586,0,0,0,0,0,1,922.69,1610668800
870,995,0,1,0,0,0,0,431.51,1609632000
654,972,1,0,0,0,0,0,442.54,1611532800
593,167,0,0,0,0,0,1,743.11,1611360000
826,798,0,0,0,0,0,1,171.3,1612051200
956,936,0,0,0,0,1,0,409.27,1611705600
77,385,0,0,1,0,0,0,534.8,1612051200
940,671,1,0,0,0,0,0,763.91,1609891200
820,371,0,0,0,0,0,1,706.03,1610755200
799,974,0,0,0,0,0,1,596.36,1611273600
493,385,0,0,0,1,0,0,218.45,1611100800
39,165,0,0,0,1,0,0,721.93,1610755200
797,287,1,0,0,0,0,0,216.81,1610928000
678,985,1,0,0,0,0,0,237.72,1612051200
558,263,1,0,0,0,0,0,123.79,1611446400
718,552,0,0,0,0,0,1,235.1,1610755200
896,606,0,0,0,0,0,1,622.21,1611964800
982,950,0,0,0,0,0,1,571.23,1611878400
914,535,0,0,0,0,0,1,392.35,1612051200
830,356,0,0,0,0,0,1,378.68,1610150400
820,606,0,1,0,0,0,0,306.43,1611360000
420,251,0,0,0,1,0,0,105.76,1611446400
956,936,0,0,0,0,1,0,325.54,1610496000
984,973,0,0,0,1,0,0,145.77,1611792000
981,761,0,0,0,0,1,0,232.33,1611273600
782,646,0,0,0,0,0,1,103.96,1611705600
634,959,0,0,0,0,0,1,768.85,1609545600
978,929,0,0,0,0,0,1,384.6,1610496000
497,26,0,0,0,0,0,1,446.23,1609977600
140,934,0,1,0,0,0,0,702.61,1609718400
416,308,0,0,1,0,0,0,197.21,1609891200
990,994,0,1,0,0,0,0,295.53,1611014400
609,956,0,0,0,0,1,0,818.56,1611705600
877,752,0,1,0,0,0,0,761.51,1610841600
183,875,0,0,0,0,0,1,720.86,1611964800
998,321,0,0,0,0,0,1,341.78,1610496000
467,27,0,0,0,0,0,1,503.52,1611532800
981,544,0,0,0,0,0,1,766.63,1609459200
937,784,0,0,0,0,1,0,162.86,1611100800
940,671,1,0,0,0,0,0,326.56,1611100800
903,989,1,0,0,0,0,0,103.32,1611014400
969,336,0,1,0,0,0,0,993.36,1611619200
819,904,0,0,0,0,0,1,820.92,1611532800
875,617,1,0,0,0,0,0,233.33,1611964800
940,764,0,0,1,0,0,0,839.52,1611100800
509,360,0,1,0,0,0,0,377.31,1609632000
982,946,0,1,0,0,0,0,374.38,1609459200
858,912,1,0,0,0,0,0,939.66,1611619200
923,930,0,0,0,0,0,1,246.02,1610755200
570,442,0,0,0,0,0,1,155.4,1610150400
895,351,0,0,0,0,0,1,509.41,1610409600
363,262,0,0,0,0,0,1,662.26,1609891200
175,396,0,0,0,0,0,1,918.48,1611014400
816,983,1,0,0,0,0,0,421.74,1609718400
421,72,0,0,0,0,0,1,555.87,1611446400
74,965,0,0,0,0,0,1,898.62,1611619200
26,497,0,0,0,0,1,0,378.49,1611964800
198,767,0,0,0,0,1,0,363.78,1611619200
812,880,0,1,0,0,0,0,502.38,1609632000
435,323,1,0,0,0,0,0,269.2,1609804800
954,709,0,0,0,0,0,1,281.85,1611964800
884,900,1,0,0,0,0,0,175.41,1610668800
597,181,1,0,0,0,0,0,177.06,1611705600
619,317,0,0,0,0,0,1,919.26,1610496000
916,321,0,0,0,0,0,1,745.43,1610409600
976,999,0,0,0,0,0,1,179.3,1611792000
975,330,0,0,0,0,1,0,353.08,1611273600
485,271,0,0,0,0,0,1,429.76,1610323200
997,802,0,0,0,0,0,1,398.48,1611532800
456,120,0,0,0,0,0,1,969.62,1611964800
924,705,1,0,0,0,0,0,548.59,1610409600
826,840,1,0,0,0,0,0,438.18,1609632000
254,242,0,0,0,0,0,1,644.39,1609891200
803,376,0,0,0,0,1,0,843.45,1611964800
977,843,0,0,0,0,0,1,608.55,1611100800
990,994,0,1,0,0,0,0,319.85,1611619200
860,63,1,0,0,0,0,0,535.37,1609804800
817,855,0,0,0,0,0,1,472.84,1609977600
616,463,0,1,0,0,0,0,529.12,1611878400
923,394,0,0,1,0,0,0,219.23,1611964800
943,391,0,0,0,0,0,1,942.86,1610582400
791,96,1,0,0,0,0,0,129.63,1609977600
882,889,0,0,0,0,0,1,781.55,1610323200
873,262,1,0,0,0,0,0,130.03,1611705600
870,906,0,1,0,0,0,0,280.61,1612051200
810,458,0,0,0,0,1,0,521.19,1609891200
715,911,0,0,0,0,0,1,669.89,1609459200
184,990,1,0,0,0,0,0,640.92,1611100800
895,351,0,0,0,0,0,1,769.89,1609804800
946,571,0,0,0,0,1,0,130.82,1610582400
530,143,0,0,0,0,1,0,195.73,1610755200
497,26,0,0,0,0,0,1,447.05,1610582400
16,189,0,0,0,0,0,1,809.03,1611878400
182,937,1,0,0,0,0,0,647.36,1610928000
748,450,1,0,0,0,0,0,655.04,1611014400
754,825,0,0,0,0,0,1,378.41,1610928000
974,281,0,1,0,0,0,0,111.45,1610150400
406,353,0,0,0,0,1,0,743.15,1611792000
105,700,0,0,0,0,0,1,924.72,1611187200
877,752,0,1,0,0,0,0,863.45,1610236800
943,941,0,1,0,0,0,0,891.4,1611187200
303,383,0,0,0,0,0,1,942.08,1610582400
995,25,0,0,0,1,0,0,637.31,1610323200
954,498,1,0,0,0,0,0,971.0,1611360000
623,379,1,0,0,0,0,0,111.04,1611273600
896,981,0,0,0,0,0,1,332.94,1610755200
977,995,1,0,0,0,0,0,858.96,1611100800
972,576,0,0,0,0,0,1,592.65,1610064000
711,778,0,0,0,1,0,0,322.96,1610150400
999,95,0,0,0,0,0,1,318.68,1610755200
535,289,0,0,0,0,1,0,505.07,1610409600
986,331,0,0,0,0,1,0,873.97,1611878400
962,896,1,0,0,0,0,0,917.96,1611446400
747,222,0,0,0,1,0,0,942.03,1611964800
653,392,0,0,0,1,0,0,259.99,1609977600
934,905,1,0,0,0,0,0,556.23,1612051200
157,233,0,0,0,0,0,1,616.6,1612051200
580,219,0,0,0,0,1,0,985.41,1609632000
180,534,0,0,0,0,1,0,301.17,1611446400
784,824,0,1,0,0,0,0,886.34,1610236800
962,896,1,0,0,0,0,0,599.82,1610236800
154,978,0,0,0,0,0,1,237.31,1610409600
903,971,0,1,0,0,0,0,956.51,1611619200
906,969,0,1,0,0,0,0,301.94,1610755200
160,993,0,0,1,0,0,0,317.41,1611187200
966,813,0,0,0,0,1,0,510.1,1611878400
179,750,1,0,0,0,0,0,737.76,1611014400
934,269,0,0,0,0,1,0,876.12,1612051200
738,41,0,0,0,0,0,1,244.15,1609804800
998,783,0,0,0,0,1,0,631.29,1610496000
820,606,0,1,0,0,0,0,398.47,1611964800
978,615,0,0,0,0,0,1,746.71,1611705600
453,328,0,1,0,0,0,0,265.82,1609632000
955,852,0,0,0,0,1,0,912.26,1610928000
992,959,0,0,0,0,0,1,539.27,1610496000
441,187,1,0,0,0,0,0,258.34,1610150400
911,374,0,0,0,0,1,0,297.25,1610841600
563,274,0,0,0,0,0,1,452.39,1611878400
825,795,0,0,0,0,0,1,359.05,1611619200
804,855,0,0,0,0,1,0,903.17,1611187200
918,223,0,0,0,0,1,0,650.73,1610928000
953,236,0,0,0,0,1,0,122.18,1611964800
961,372,0,0,0,0,1,0,100.04,1612051200
887,938,0,1,0,0,0,0,658.45,1610582400
978,669,0,0,0,0,0,1,366.21,1609891200
931,158,0,0,0,1,0,0,580.62,1610323200
975,551,1,0,0,0,0,0,980.11,1609545600
622,822,1,0,0,0,0,0,944.37,1611619200
672,246,0,1,0,0,0,0,249.2,1611532800
996,305,0,0,0,0,1,0,832.92,1611878400
974,941,0,0,0,0,1,0,750.77,1611360000
